Date,Open,High,Low,Close,Adj Close,Volume
2013-04-30,62.157143,63.607143,61.724285,63.254284,56.230484,172884600
2013-05-01,63.494286,63.561428,62.055714,62.755714,55.787277,126727300
2013-05-02,63.111427,64.084282,62.947144,63.645714,56.578461,105457100
2013-05-03,64.472855,64.747147,64.164284,64.282860,57.144852,90325200
2013-05-06,65.101425,66.028572,64.901428,65.815712,58.507496,124160400
2013-05-07,66.424286,66.535713,64.814285,65.522858,58.247154,120938300
2013-05-08,65.577141,66.481430,65.115715,66.262856,58.904984,118149500
2013-05-09,65.687141,66.142860,65.082855,65.252853,58.391083,99621900
2013-05-10,65.424286,65.672859,64.354286,64.709999,57.905327,83713000
2013-05-13,64.501427,65.414284,64.500000,64.962860,58.131584,79237200
2013-05-14,64.835716,65.028572,63.164288,63.408573,56.740749,111779500
2013-05-15,62.737144,63.000000,60.337143,61.264286,54.821945,185403400
2013-05-16,60.462856,62.549999,59.842857,62.082859,55.554436,150801000
2013-05-17,62.721428,62.869999,61.572857,61.894287,55.385689,106976100
2013-05-20,61.701427,63.685715,61.442856,63.275715,56.621857,112894600
2013-05-21,62.592857,63.639999,62.028572,62.808571,56.203842,114005500
2013-05-22,63.435715,64.050003,62.602856,63.049999,56.419884,110759600
2013-05-23,62.278572,63.737144,62.255714,63.162857,56.520874,88255300
2013-05-24,62.978573,63.665714,62.908573,63.592857,56.905651,69041700
2013-05-28,64.271431,64.444283,62.978573,63.062859,56.431385,96536300
2013-05-29,62.857143,63.928570,62.771427,63.564285,56.880081,82644100
2013-05-30,63.664288,64.928574,63.501427,64.511429,57.727634,88379900
2013-05-31,64.642860,65.300003,64.214287,64.247147,57.491131,96075700
2013-06-03,64.389999,64.622856,63.211430,64.388573,57.617699,93088100
2013-06-04,64.745712,64.918571,63.912857,64.187141,57.437447,73182200
2013-06-05,63.664288,64.388573,63.387142,63.587143,56.900536,72647400
2013-06-06,63.638573,63.857143,62.007141,62.637142,56.050434,104233500
2013-06-07,62.357143,63.320000,61.824287,63.115715,56.478687,101133900
2013-06-10,63.532856,64.154289,62.400002,62.698570,56.105408,112538300
2013-06-11,62.248573,63.251427,61.902859,62.514286,55.940491,71528100
2013-06-12,62.785713,63.035713,61.642857,61.741428,55.248901,66306800
2013-06-13,61.785713,62.448570,61.250000,62.279999,55.730854,71458100
2013-06-14,62.200001,62.327145,61.214287,61.435715,54.975349,67966500
2013-06-17,61.634285,62.242859,61.480000,61.714287,55.224628,64853600
2013-06-18,61.651428,62.128571,61.458572,61.681427,55.195232,48756400
2013-06-19,61.628571,61.665714,60.428570,60.428570,54.074104,77735000
2013-06-20,59.900002,60.854286,59.310001,59.548573,53.286648,89327700
2013-06-21,59.784286,60.000000,58.299999,59.071430,52.859688,120279600
2013-06-24,58.200001,58.380001,56.864285,57.505714,51.458607,120186500
2013-06-25,57.957142,58.255714,56.975716,57.518570,51.470112,78540700
2013-06-26,57.700001,57.827145,56.522858,56.867142,50.887192,91931000
2013-06-27,57.035713,57.341427,56.220001,56.254284,50.338772,84311500
2013-06-28,55.908573,57.181427,55.552856,56.647144,50.690323,144629100
2013-07-01,57.527142,58.895714,57.317142,58.459999,52.312542,97763400
2013-07-02,58.565716,60.232857,58.495716,59.784286,53.497570,117466300
2013-07-03,60.122856,60.425713,59.635715,60.114285,53.792873,60232200
2013-07-05,60.055714,60.470001,59.335712,59.631428,53.360790,68506200
2013-07-08,60.015713,60.142857,58.664288,59.292858,53.057827,74534600
2013-07-09,59.085712,60.500000,58.625713,60.335712,53.991016,88146100
2013-07-10,59.942856,60.685715,59.750000,60.104286,53.783932,70351400
2013-07-11,60.421429,61.178570,60.167141,61.041428,54.622524,81573100
2013-07-12,61.092857,61.398571,60.487144,60.930000,54.522820,69890800
2013-07-15,60.715714,61.637142,60.685715,61.062859,54.641701,60479300
2013-07-16,60.931427,61.529999,60.595715,61.457142,54.994522,54134500
2013-07-17,61.385715,61.745716,61.174286,61.472858,55.008579,49747600
2013-07-18,61.911430,62.124287,61.515713,61.680000,55.193947,54719700
2013-07-19,61.871429,61.997143,60.621429,60.707142,54.323383,67180400
2013-07-22,61.351429,61.392857,60.781429,60.901428,54.497238,51949100
2013-07-23,60.857143,60.994286,59.815716,59.855713,53.561493,92348900
2013-07-24,62.704285,63.512856,62.180000,62.930000,56.312504,147984200
2013-07-25,62.957142,63.057144,62.258572,62.642857,56.055542,57373400
2013-07-26,62.185715,63.005714,62.048573,62.998573,56.373871,50038100
2013-07-29,62.971428,64.284286,62.885715,63.970001,57.243137,62014400
2013-07-30,64.279999,65.307144,64.175713,64.760002,57.950058,77355600
2013-07-31,64.998573,65.334282,64.204285,64.647141,57.849068,80739400
2013-08-01,65.107140,65.257141,64.751427,65.239998,58.379593,51562700
2013-08-02,65.430000,66.121429,65.237144,66.077141,59.128700,68695900
2013-08-05,66.384285,67.238571,66.021431,67.064285,60.012039,79713900
2013-08-06,66.860001,67.412857,66.024284,66.464287,59.475136,83714400
2013-08-07,66.257141,66.714287,65.967140,66.425713,59.440613,74714500
2013-08-08,66.265717,66.300003,65.421425,65.858574,59.322235,63944300
2013-08-09,65.519997,65.779999,64.807144,64.921425,58.478088,66716300
2013-08-12,65.265717,66.949997,65.232857,66.765717,60.139332,91108500
2013-08-13,67.277145,70.665718,66.864288,69.938568,62.997292,220485300
2013-08-14,71.125717,72.035713,70.485718,71.214287,64.146400,189093100
2013-08-15,70.917145,71.771431,69.868568,71.129997,64.070457,122573500
2013-08-16,71.449997,71.848572,71.265717,71.761429,64.639221,90576500
2013-08-19,72.048569,73.391426,72.000000,72.534286,65.335388,127629600
2013-08-20,72.815712,72.938568,71.545715,71.581429,64.477112,89672100
2013-08-21,71.941429,72.449997,71.599998,71.765717,64.643097,83969900
2013-08-22,72.139999,72.227142,71.171425,71.851425,64.720314,61051900
2013-08-23,71.895714,71.907143,71.335716,71.574287,64.470673,55682900
2013-08-26,71.535713,72.885712,71.500000,71.852859,64.721596,82741400
2013-08-27,71.142860,71.787140,69.471428,69.798569,62.871181,106047200
2013-08-28,69.428574,70.828575,69.428574,70.128571,63.168423,76902000
2013-08-29,70.235718,70.928574,70.161430,70.242859,63.271389,59914400
2013-08-30,70.285713,70.421425,69.500000,69.602859,62.694908,68074300
2013-09-03,70.442856,71.514282,69.621429,69.797142,62.869881,82982200
2013-09-04,71.365715,71.748573,70.897141,71.241432,64.170845,86258200
2013-09-05,71.464287,71.525711,70.519997,70.752853,63.730755,59091900
2013-09-06,71.205711,71.339996,69.992859,71.174286,64.110367,89881400
2013-09-09,72.142860,72.559998,71.925713,72.309998,65.133369,85171800
2013-09-10,72.314285,72.492859,69.928574,70.662857,63.649704,185798900
2013-09-11,66.715714,67.669998,66.401428,66.815712,60.184383,224674100
2013-09-12,66.928574,67.914284,66.572861,67.527145,60.825195,101012800
2013-09-13,67.048569,67.404289,66.385712,66.414284,59.822788,74708900
2013-09-16,65.857140,65.944283,63.888573,64.302856,57.920906,135926700
2013-09-17,63.994286,65.672859,63.928570,65.045715,58.590046,99845200
2013-09-18,66.168571,66.621429,65.808571,66.382858,59.794479,114215500
2013-09-19,67.242859,67.975716,67.035713,67.471428,60.775005,101135300
2013-09-20,68.285713,68.364288,66.571426,66.772858,60.145790,174825700
2013-09-23,70.871429,70.987144,68.942856,70.091431,63.134983,190526700
2013-09-24,70.697144,70.781425,69.688568,69.871429,62.936802,91086100
2013-09-25,69.885712,69.948570,68.775711,68.790001,61.962711,79239300
2013-09-26,69.428574,69.794289,69.128571,69.459999,62.566223,59305400
2013-09-27,69.111427,69.238571,68.674286,68.964287,62.119694,57010100
2013-09-30,68.178574,68.808571,67.772858,68.107140,61.347630,65039100
2013-10-01,68.349998,69.877144,68.339996,69.708572,62.790127,88470900
2013-10-02,69.375717,70.257141,69.107140,69.937141,62.996002,72296000
2013-10-03,70.072861,70.335716,68.677139,69.058571,62.204636,80688300
2013-10-04,69.122856,69.228569,68.371429,69.004288,62.155735,64717100
2013-10-07,69.508568,70.378571,69.335716,69.678574,62.763103,78073100
2013-10-08,69.991432,70.091431,68.648575,68.705711,61.886795,72729300
2013-10-09,69.234283,69.684288,68.325714,69.512856,62.613831,75431300
2013-10-10,70.188568,70.339996,69.577141,69.948570,63.006287,69650700
2013-10-11,69.570000,70.548569,69.308571,70.401428,63.414211,66934700
2013-10-14,69.975716,71.082855,69.907143,70.862854,63.829845,65474500
2013-10-15,71.072861,71.714287,70.788574,71.239998,64.169548,80018400
2013-10-16,71.541428,71.790001,71.318573,71.587143,64.482254,62775300
2013-10-17,71.425713,72.111427,71.382858,72.071426,64.918457,63398300
2013-10-18,72.284286,72.751427,72.244286,72.698570,65.483360,72635500
2013-10-21,73.110001,74.900002,73.074287,74.480003,67.088005,99526700
2013-10-22,75.201431,75.492859,72.575714,74.267143,66.896263,133515900
2013-10-23,74.142860,75.095711,74.142860,74.994286,67.551231,78430800
2013-10-24,75.000000,76.067146,74.635712,75.987144,68.445557,96191200
2013-10-25,75.902855,76.175713,75.015717,75.137146,67.679909,84448000
2013-10-28,75.577141,75.857140,74.744286,75.697144,68.184349,137610200
2013-10-29,76.610001,77.035713,73.505714,73.811432,66.485779,158951800
2013-10-30,74.230003,75.360001,73.860001,74.985718,67.543526,88540900
2013-10-31,75.000000,75.355713,74.467140,74.671425,67.260437,68924100
2013-11-01,74.860001,74.971428,73.691429,74.290001,66.916847,68722500
2013-11-04,74.442856,75.260002,74.115715,75.250000,67.781563,61156900
2013-11-05,74.940002,75.555717,74.714287,75.064285,67.614296,66303300
2013-11-06,74.878571,74.980003,74.028572,74.417145,67.422722,55843900
2013-11-07,74.225716,74.741432,73.197144,73.212860,66.331657,65655100
2013-11-08,73.511429,74.447144,73.227142,74.365715,67.376129,69829200
2013-11-11,74.284286,74.524284,73.487144,74.150002,67.180687,56863100
2013-11-12,73.952858,74.845711,73.857140,74.287140,67.304939,51069200
2013-11-13,74.000000,74.607140,73.851425,74.375717,67.385170,49305200
2013-11-14,74.687141,75.611427,74.552856,75.451431,68.359810,70604800
2013-11-15,75.225716,75.584282,74.927139,74.998573,67.949516,79480100
2013-11-18,74.998573,75.312859,74.028572,74.089996,67.126343,61236000
2013-11-19,74.147141,74.768570,73.995712,74.221428,67.245422,52234700
2013-11-20,74.175713,74.345711,73.475716,73.571426,66.656502,48479200
2013-11-21,73.942856,74.458572,73.381432,74.448570,67.451210,65506700
2013-11-22,74.217140,74.594284,74.075714,74.257141,67.277771,55931400
2013-11-25,74.431427,75.124283,74.428574,74.820000,67.787712,57327900
2013-11-26,74.874283,76.591431,74.857140,76.199997,69.038010,100345700
2013-11-27,76.615715,78.000000,76.199997,77.994286,70.663666,90862100
2013-11-29,78.497147,79.761429,78.258568,79.438568,71.972206,79531900
2013-12-02,79.714287,80.618568,78.688568,78.747147,71.345749,118136200
2013-12-03,79.757141,80.911430,79.668571,80.902855,73.298843,112742000
2013-12-04,80.785713,81.312859,80.117142,80.714287,73.128006,94452400
2013-12-05,81.807144,82.162857,80.915718,81.128571,73.503349,111895000
2013-12-06,80.827141,80.964287,79.938568,80.002853,72.483437,86088100
2013-12-09,80.128571,81.368568,80.128571,80.918571,73.313110,80123400
2013-12-10,80.511429,81.125717,80.171425,80.792854,73.199181,69567400
2013-12-11,81.000000,81.567146,79.955711,80.194283,72.656860,89929700
2013-12-12,80.305717,80.762856,80.004288,80.077141,72.550751,65572500
2013-12-13,80.407143,80.411430,79.095711,79.204285,71.759926,83205500
2013-12-16,79.288574,80.377144,79.287140,79.642860,72.157272,70648200
2013-12-17,79.401428,79.919998,79.054283,79.284286,71.832436,57475600
2013-12-18,78.528572,78.778572,76.971428,78.681427,71.286217,141465800
2013-12-19,78.500000,78.571426,77.675713,77.779999,70.469505,80077200
2013-12-20,77.918571,78.801430,77.831429,78.431427,71.059715,109103400
2013-12-23,81.142860,81.531425,80.394287,81.441429,73.786819,125326600
2013-12-24,81.412857,81.697144,80.861427,81.095711,73.473579,41888700
2013-12-26,81.157143,81.357140,80.482857,80.557144,72.985634,51002000
2013-12-27,80.545715,80.629997,79.928574,80.012856,72.492508,56471100
2013-12-30,79.637146,80.012856,78.902855,79.217140,71.771584,63407400
2013-12-31,79.167145,80.182854,79.142860,80.145714,72.612869,55771100
2014-01-02,79.382858,79.575714,78.860001,79.018570,71.591667,58671200
2014-01-03,78.980003,79.099998,77.204285,77.282860,70.019096,98116900
2014-01-06,76.778572,78.114288,76.228569,77.704285,70.400902,103152700
2014-01-07,77.760002,77.994286,76.845711,77.148575,69.897423,79302300
2014-01-08,76.972855,77.937141,76.955711,77.637146,70.340096,64632400
2014-01-09,78.114288,78.122856,76.478569,76.645714,69.441841,69787200
2014-01-10,77.118568,77.257141,75.872856,76.134285,68.978462,76244000
2014-01-13,75.701431,77.500000,75.697144,76.532860,69.339584,94623200
2014-01-14,76.888573,78.104286,76.808571,78.055717,70.719322,83140400
2014-01-15,79.074287,80.028572,78.808571,79.622856,72.139168,97909700
2014-01-16,79.271431,79.550003,78.811432,79.178574,71.736649,57319500
2014-01-17,78.782860,78.867142,77.128571,77.238571,69.978973,106684900
2014-01-21,77.284286,78.581429,77.202858,78.438568,71.066185,82131700
2014-01-22,78.701431,79.612854,78.258568,78.787140,71.382004,94996300
2014-01-23,78.562859,79.500000,77.830002,79.454285,71.986450,100809800
2014-01-24,79.142860,79.374283,77.821426,78.010002,70.677895,107338700
2014-01-27,78.581429,79.257141,77.964287,78.642860,71.251266,138719700
2014-01-28,72.680000,73.571426,71.724289,72.357140,65.556343,266380800
2014-01-29,71.992859,72.481430,71.231430,71.535713,64.812126,125702500
2014-01-30,71.791428,72.357140,70.957146,71.397141,64.686554,169625400
2014-01-31,70.739998,71.647141,70.507141,71.514282,64.792686,116199300
2014-02-03,71.801430,72.532860,71.328575,71.647141,64.913078,100366000
2014-02-04,72.264282,72.779999,71.822861,72.684288,65.852753,94170300
2014-02-05,72.365715,73.611427,72.321426,73.227142,66.344574,82086200
2014-02-06,72.865715,73.357140,72.544289,73.215714,66.731277,64441300
2014-02-07,74.482857,74.704285,73.911430,74.239998,67.664833,92570100
2014-02-10,74.094284,75.998573,74.000000,75.570000,68.877052,86389800
2014-02-11,75.801430,76.821426,75.642860,76.565712,69.784576,70564200
2014-02-12,76.707146,77.080002,76.177139,76.559998,69.779381,77025200
2014-02-13,76.379997,77.835716,76.314285,77.775711,70.887421,76849500
2014-02-14,77.495712,77.997147,77.315712,77.712860,70.830132,68231100
2014-02-18,78.000000,78.741432,77.944283,77.998573,71.090523,65062900
2014-02-19,77.821426,78.127144,76.335716,76.767143,69.968178,78442000
2014-02-20,76.141426,76.714287,75.571426,75.878571,69.158302,76464500
2014-02-21,76.112854,76.367142,74.942856,75.035713,68.390099,69696200
2014-02-24,74.735718,75.702858,74.631432,75.364288,68.689560,72227400
2014-02-25,75.625717,75.652855,74.428574,74.580002,67.974739,57988000
2014-02-26,74.801430,75.000000,73.657143,73.907143,67.361473,69054300
2014-02-27,73.877144,75.540001,73.721428,75.381432,68.705185,75470500
2014-02-28,75.582855,76.107140,74.588570,75.177139,68.518982,92992200
2014-03-03,74.774284,75.807144,74.687141,75.394287,68.716904,59695300
2014-03-04,75.857140,76.091431,75.395714,75.891426,69.170021,64785000
2014-03-05,75.845711,76.392860,75.589996,76.051430,69.315842,50015700
2014-03-06,76.112854,76.348572,75.442856,75.821426,69.106209,46372200
2014-03-07,75.870003,75.997147,75.150002,75.777145,69.065849,55182400
2014-03-10,75.480003,76.190002,75.477142,75.845711,69.128342,44646000
2014-03-11,76.492859,76.962860,76.084282,76.584282,69.801514,69806100
2014-03-12,76.358574,76.764282,76.000000,76.658569,69.869225,49831600
2014-03-13,76.777145,77.094284,75.594284,75.807144,69.093208,64435700
2014-03-14,75.541428,75.841431,74.714287,74.955711,68.317177,59299800
2014-03-17,75.385712,75.709999,75.121429,75.248573,68.584084,49886200
2014-03-18,75.128571,75.995712,75.028572,75.914284,69.190857,52411800
2014-03-19,76.037140,76.605713,75.571426,75.894287,69.172630,56189000
2014-03-20,75.698570,76.095711,75.335716,75.528572,68.839302,52099600
2014-03-21,75.989998,76.250000,75.190002,76.124283,69.382233,93511600
2014-03-24,76.917145,77.214287,76.437141,77.027145,70.205147,88925200
2014-03-25,77.357140,77.964287,77.084282,77.855713,70.960335,70573300
2014-03-26,78.074287,78.428574,76.980003,77.111427,70.281960,74942000
2014-03-27,77.145714,77.357140,76.445717,76.779999,69.979889,55507900
2014-03-28,76.902855,76.991432,76.321426,76.694283,69.901772,50141000
2014-03-31,77.032860,77.258568,76.561432,76.677139,69.886131,42167300
2014-04-01,76.822861,77.410004,76.681427,77.378571,70.525444,50190000
2014-04-02,77.482857,77.639999,77.180000,77.507141,70.642632,45105200
2014-04-03,77.341431,77.500000,76.805717,76.970001,70.153061,40586000
2014-04-04,77.115715,77.142860,75.797142,75.974289,69.245560,68812800
2014-04-07,75.431427,75.842857,74.555717,74.781425,68.158318,72462600
2014-04-08,75.027145,75.160004,74.099998,74.777145,68.154419,60972100
2014-04-09,74.662857,75.784286,74.574287,75.760002,69.050224,51542400
2014-04-10,75.811432,76.034286,74.738571,74.782860,68.159622,59913000
2014-04-11,74.142860,74.690002,73.877144,74.230003,67.655731,67929400
2014-04-14,74.557144,74.594284,73.887146,74.525711,67.925262,51418500
2014-04-15,74.324287,74.519997,73.047142,73.994286,67.440903,66622500
2014-04-16,74.007141,74.441429,73.448570,74.144287,67.577614,53691400
2014-04-17,74.285713,75.394287,74.171425,74.991432,68.349731,71083600
2014-04-21,75.048569,76.019997,74.851425,75.881432,69.160896,45637200
2014-04-22,75.472855,75.975716,75.214287,75.957146,69.229904,50640800
2014-04-23,75.580002,75.875717,74.921425,74.964287,68.324974,98735000
2014-04-24,81.172859,81.428574,80.104286,81.110001,73.926384,189977900
2014-04-25,80.647141,81.712860,80.565712,81.705711,74.469353,97568800
2014-04-28,81.828575,85.107140,81.792854,84.870003,77.353386,167371400
2014-04-29,84.820000,85.139999,84.215714,84.618568,77.124229,84344400
2014-04-30,84.662857,85.632858,84.257141,84.298569,76.832581,114160200
2014-05-01,84.571426,84.971428,83.765717,84.497147,77.013550,61012000
2014-05-02,84.620003,84.885712,84.244286,84.654289,77.156784,47878600
2014-05-05,84.305717,85.857140,84.285713,85.851425,78.247887,71766800
2014-05-06,85.971428,86.344284,84.915718,84.915718,77.395058,93641100
2014-05-07,85.035713,85.327141,83.961426,84.618568,77.124229,70716100
2014-05-08,84.035713,84.915718,83.771431,83.998573,76.986740,57574300
2014-05-09,83.505714,83.750000,82.904289,83.648575,76.665977,72899400
2014-05-12,83.927139,84.808571,83.914284,84.690002,77.620483,53302200
2014-05-13,84.571426,84.934288,84.385712,84.822861,77.742241,39934300
2014-05-14,84.632858,85.342857,84.534286,84.838570,77.756607,41601000
2014-05-15,84.957146,85.228569,84.005714,84.117142,77.095413,57711500
2014-05-16,84.089996,85.361427,83.628571,85.358574,78.233215,69064100
2014-05-19,85.407143,86.761429,85.332855,86.370003,79.160240,79438800
2014-05-20,86.358574,86.628571,85.818573,86.387146,79.175926,58709000
2014-05-21,86.261429,86.671425,86.008568,86.615715,79.385437,49214900
2014-05-22,86.657143,87.121429,86.300003,86.752853,79.511116,50190000
2014-05-23,86.750000,87.818573,86.638573,87.732857,80.409317,58052400
2014-05-27,87.982857,89.408569,87.947144,89.375717,81.915039,87216500
2014-05-28,89.431427,89.975716,89.111427,89.144287,81.702927,78870400
2014-05-29,89.692856,90.981430,89.681427,90.768570,83.191628,94118500
2014-05-30,91.139999,92.024284,89.842857,90.428574,82.880005,141005200
2014-06-02,90.565712,90.690002,88.928574,89.807144,82.310455,92337700
2014-06-03,89.779999,91.248573,89.750000,91.077141,83.474419,73177300
2014-06-04,91.062859,92.555717,90.872856,92.117142,84.427620,83870500
2014-06-05,92.314285,92.767143,91.801430,92.478569,84.758873,75951400
2014-06-06,92.842857,93.037140,92.067146,92.224289,84.525826,87484600
2014-06-09,92.699997,93.879997,91.750000,93.699997,85.878342,75415000
2014-06-10,94.730003,95.050003,93.570000,94.250000,86.382439,62777000
2014-06-11,94.129997,94.760002,93.470001,93.860001,86.024994,45681000
2014-06-12,94.040001,94.120003,91.900002,92.290001,84.586044,54749000
2014-06-13,92.199997,92.440002,90.879997,91.279999,83.660339,54525000
2014-06-16,91.510002,92.750000,91.449997,92.199997,84.503571,35561000
2014-06-17,92.309998,92.699997,91.800003,92.080002,84.393570,29726000
2014-06-18,92.269997,92.290001,91.349998,92.180000,84.485222,33514000
2014-06-19,92.290001,92.300003,91.339996,91.860001,84.191948,35528000
2014-06-20,91.849998,92.550003,90.900002,90.910004,83.321236,100898000
2014-06-23,91.320000,91.620003,90.599998,90.830002,83.247910,43694000
2014-06-24,90.750000,91.739998,90.190002,90.279999,82.743828,39036000
2014-06-25,90.209999,90.699997,89.650002,90.360001,82.817154,36869000
2014-06-26,90.370003,91.050003,89.800003,90.900002,83.312065,32629000
2014-06-27,90.820000,92.000000,90.769997,91.980003,84.301926,64029000
2014-06-30,92.099998,93.730003,92.089996,92.930000,85.172630,49482300
2014-07-01,93.519997,94.070000,93.129997,93.519997,85.713371,38223000
2014-07-02,93.870003,94.059998,93.089996,93.480003,85.676704,28465000
2014-07-03,93.669998,94.099998,93.199997,94.029999,86.180794,22891800
2014-07-07,94.139999,95.989998,94.099998,95.970001,87.958870,56468000
2014-07-08,96.269997,96.800003,93.919998,95.349998,87.390602,65222000
2014-07-09,95.440002,95.949997,94.760002,95.389999,87.427269,36436000
2014-07-10,93.760002,95.550003,93.519997,95.040001,87.106491,39686000
2014-07-11,95.360001,95.889999,94.860001,95.220001,87.271454,34018000
2014-07-14,95.860001,96.889999,95.650002,96.449997,88.398788,42810000
2014-07-15,96.800003,96.849998,95.029999,95.320000,87.363113,45477900
2014-07-16,96.970001,97.099998,94.739998,94.779999,86.868187,53396300
